,sentence,triples
1038,most scripts specify some blocking.,"('most  scripts', 'specify', 'blocking')"
1039,actors may have to simulate hand-to-hand  or sword.,"('actors', 'have', 'hand  hand')"
1040,much silent film acting is apt to strike modern-day audiences as simplistic or campy.,"('silent  film', 'is apt', 'modern day audiences')"
1041,vaudeville theatre was an especially popular origin for many american silent film actors.,"('vaudeville theatre', 'was', 'silent film actors')"
1042,film actors need to learn to find and stay on their mark.,"('film actors', 'need', 'mark')"
1043,film actors also need to learn how to prepare well and perform well on screen tests.,"('film actors', 'need', 'well screen tests')"
1044,tv actors need to learn to use lav mics .,"('tv actors', 'need', 'lav  mics')"
1045,the first is known as a series regular,"('first', 'known as', 'series')"
1046,"by the 1940s, it was a leading international popular entertainment.","('it', 'was', '1940s')"
1047,"audio drama, whether newly produced or otr classics, can be found on cds, cassette tapes, podcasts, webcasts and conventional broadcast radio.","('audio  drama', 'found on', 'produced  cds')"
1048,i can play anything.,"('i', 'play', 'anything')"
1049,western theatre developed and expanded considerably under the romans.,"('western  theatre', 'developed', 'considerably  romans')"
1050,"dell'arte was an actor-centred theatre, requiring little scenery and very few props.","(""dell'arte"", 'was', 'very  props')"
1051,the plays utilised stock characters.,"('', 'plays', '')"
1052,puritans viewed the theatre as immoral.,"('puritans', 'viewed', 'theatre')"
1053,restoration comedy is notorious for its sexual explicitness.,"('restoration comedy', 'is notorious', 'sexual  explicitness')"
1054,henry irving  was the most successful of the british actor-managers.,"('henry irving', 'was', 'british actor managers')"
1055,"financially, much larger capital was required to operate out of a major city.","('larger  capital', 'required', 'major  city')"
1056,"formerly, in some societies, only men could become actors.","('only  men', 'become', 'formerly  societies')"
1057,some like it hot.,"('some', 'hot', 'it')"
1058,most scripts specify some blocking.,"('most  scripts', 'specify', 'blocking')"
1059,actors may have to simulate hand-to-hand  or sword.,"('actors', 'have', 'hand  hand')"
1060,much silent film acting is apt to strike modern-day audiences as simplistic or campy.,"('silent  film', 'is apt', 'modern day audiences')"
1061,vaudeville theatre was an especially popular origin for many american silent film actors.,"('vaudeville theatre', 'was', 'silent film actors')"
1062,film actors need to learn to find and stay on their mark.,"('film actors', 'need', 'mark')"
1063,film actors also need to learn how to prepare well and perform well on screen tests.,"('film actors', 'need', 'well screen tests')"
1064,tv actors need to learn to use lav mics .,"('tv actors', 'need', 'lav  mics')"
1065,the first is known as a series regular,"('first', 'known as', 'series')"
1066,"by the 1940s, it was a leading international popular entertainment.","('it', 'was', '1940s')"
1067,"audio drama, whether newly produced or otr classics, can be found on cds, cassette tapes, podcasts, webcasts and conventional broadcast radio.","('audio  drama', 'found on', 'produced  cds')"
1068,"sometimes, a copy of a lost film is rediscovered.","('sometimes  copy', 'rediscovered', 'lost  film')"
1069,in some cases the destruction was proactive.,"('destruction', 'was proactive', 'cases')"
1070,"when in very badly deteriorated condition and improperly stored , nitrate film can spontaneously combust.","('improperly nitrate film', 'combust', 'deteriorated  condition')"
1071,a high-profile example is the case of theda bara.,"('high profile example', 'is', 'theda bara')"
1072,an improved 35 mm safety film was introduced in 1949.,"('35 mm safety film', 'introduced in', '1949')"
1073,"occasionally, prints of films considered lost have been rediscovered.","('occasionally  prints', 'rediscovered', 'films')"
1074,the film now has been restored very close to its premiere version.,"('film', 'restored', 'close premiere version')"
1075,television material existing on film has sometimes been recovered.,"('television material', 'recovered', 'film')"
1076,it has since been shown on television.,"('it', 'shown on', 'since  television')"
1077,"cm  size, with the most popular film sizes for consumer snapshots being approximately 83 mm","('popular film sizes', 'size', 'consumer snapshots')"
1078,current instant film formats typically have an iso between 100 and 1000.,"('instant film formats', 'have', 'typically  iso')"
1079,the process varies according to the film type.,"('process', 'varies according', 'film type')"
1080,h. land introduced the polaroid-land process.,"('h. land', 'introduced', 'land process')"
1081,"because of the film density, film speeds were necessarily slow.","('film speeds', 'were', 'film density')"
1082,it was introduced in 1963.,"('it', 'introduced in', '1963')"
1083,it was introduced in 1972.,"('it', 'introduced in', '1972')"
1084,polavision film has been taken off the market.,"('polavision film', 'taken', 'market')"
1085,it was introduced in 1983.,"('it', 'introduced in', '1983')"
1086,polaroid no longer produces instant film.,"('polaroid', 'produces instant', 'instant  film')"
1087,polaroid pif-300 film is essentially rebranded fuji instax mini film.,"('polaroid pif-300 film', 'rebranded', 'instax mini fuji instax film')"
1088,kodak's original plan was to create packfilm type instant products.,"('original  plan', 'was', 'type instant packfilm type products')"
1089,in april 2017 fujifilm announced the instax square 1:1 format and compatible instax sq10 camera.,"('2017  fujifilm', 'announced', 'square 1:1 square format')"
1090,that formulation has since been supplanted by improved films.,"('formulation', 'supplanted by improved', 'improved  films')"
1091,science-fiction mystery drama series lost also features an ensemble cast.,"('mystery drama series', 'features', 'ensemble  cast')"
1092,science-fiction mystery drama series lost also features an ensemble cast.,"('mystery drama series', 'features', 'ensemble  cast')"
1093,"salman khan ; born abdul rashid salim salman khan; 27 december 1965) is an indian film actor, producer, occasional singer and television personality.","('salman khan', 'is', '')"
1094,khan is the eldest son of screenwriter salim khan and his first wife sushila charak .,"('first screenwriter salim wife', 'is', 'charak')"
1095,he attended st.,"('he', 'attended', 'st')"
1096,xavier's college in mumbai but dropped out.,"('college', 'dropped', 'mumbai')"
1097,in 1995 he starred in,"('he', 'starred in', '1995')"
1098,the two played brothers who are reincarnated after being killed by family enemies.,"('played  who', 'brothers', 'family enemies')"
1099,"he''s given an intense, unconventional performance.","('he', 'given', 'unconventional  performance')"
1100,the film received mixed reviews.,"('film', 'received mixed', 'mixed  reviews')"
1101,khan's first release of 2010 was anil sharma's film veer.,"('first  release', 'was', '2010')"
1102,it was later remade in tamil and telugu.,"('it', 'remade in', 'later  tamil')"
1103,the film was produced by his brother arbaaz khan.,"('film', 'produced by', 'brother')"
1104,khan's first release of 2011 was ready.,"('first  release', 'was ready', '2011')"
1105,"skbh productions next film will be shikshanachya aaicha gho, a remake directed by mahesh manjrekar.","('skbh productions', 'be shikshanachya', 'film mahesh manjrekar')"
1106,the first film released under this banner was the canadian film,"('first  film', 'was', 'banner')"
1107,cabbie became the second highest-grossing film in canada.,"('cabbie', 'became', 'grossing  canada')"
1108,in 2008 khan hosted 10 ka dum.,"('khan', 'hosted', '10 ka dum')"
1109,— kuch kar dikhane ka on ndtv,"('', 'ka on', 'kar dikhane ndtv')"
1110,"khan also hosted bigg boss 8, bigg boss 9, bigg boss 10 and bigg boss 11.","('khan', 'hosted', 'also bigg boss')"
1111,later akshay kumar replaced khan.,"('later akshay kumar', 'replaced', 'khan')"
1112,khan is also the brand ambassador of the detergent brand wheel.,"('khan', 'is', 'detergent brand wheel')"
